id,agent,map,side,title,description,ability,type
13802054-e6e1-4fce-89a9-54258cc73f75,Sova,Breeze,Attacking,Recon Bolt From A Lobby To A Metal Doors,"This is a great Recon Bolt to pressure players near the A Metal Doors. Be aware though, that it does not scan players behind the left Metal door, and it does not scan all of A Lever.",E,LU
05c7381e-03d6-47e5-8080-79ebf8178d59,Sova,Breeze,Attacking,Recon Bolt For Mid Top From Mid Cannon,"This Recon Bolt is great for quickly scanning the area outside of B Elbow in Mid Top, most of B Tunnel, and some of Mid Nest.",E,LU
2a59543f-dbb9-45b1-9884-abd222c83248,Sova,Breeze,Attacking,B Site Post-Plant Double Shock Bolt For Default Spike Plant Spot,"This is a great Post-Plant Double Shock Bolt setup for the default spike plant location on B Site. Keep in mind though that this Double Shock Bolt setup is not something you can use reactively after you hear the spike being defused, you have to pre-emptively shoot the shock bolts in order to stop someone from defusing the spike.",Q,LU
59f8b071-8940-4e31-a4ff-993903dfd13b,Sova,Breeze,Attacking,A Shop To Opposite Side A Site Recon Bolt,"This is useful for revealing players in most of the back side of A Site, the opposite side of A Pyramids, and the side of the Pyramids that is closest to Mid Wood Door. Be careful though, since you are vulnerable while setting this up unless you have a teammate making sure that you aren't able to be picked off while setting this up.",E,LU
cd2b4ba6-517a-445e-ad89-a3e553bf43e2,Sova,Breeze,Attacking,Mid Bottom To Mid Nest / Mid Top Recon Bolt,"This is useful for scanning players in most of Mid Top, but also op players playing from the Defender Side Spawn Mid Nest connector.",E,LU
fc89c566-7ee1-4625-ba78-05b80d056ba8,Sova,Breeze,Attacking,Mid Cannon To Defender Side Mid Wood Doors Recon Bolt,"This is useful for revealing players on the Defender Side of Mid Wood Doors, and that area of the Site.",E,LU
fd6c212c-b196-4522-a160-d17c86503a38,Sova,Breeze,Attacking,Mid Cannon Recon Bolt To Scan Close B Site,"This is useful for scanning players on the close side of B Site. It does take some time for this arrow to land though, so it's best used to set up for a push into B Site, or to fake taking B Site. This arrow is easy to react to, but it makes it difficult for players to easily play close to the B Main B Site chokepoint without support from their team.",E,LU
eb652042-648b-4599-8d5d-a631c88e4b09,Sova,Breeze,Attacking,Early Round Mid Top Recon Bolt From Mid Cannon,"This is useful for revealing players close to B Elbow in Mid Top immediately after the round starts, or a few seconds after the round starts if you want to catch enemy players slowly moving toward B Elbow, or rotating in and around B Tunnel off guard.",E,LU
1a9be6fb-f66b-4742-b426-fc0c362d0759,Sova,Breeze,Defending,Recon Bolt For A Cave From Back A Site Boxes,"This is a great arrow for gathering information on players in A Cave. Try not to use this arrow in a way that's easy to read, since it lands somewhat slower and enters cave in an unexpected way. Play around with the timing to find the best situations to use it in to make it more difficult for the enemy team to react to it.",E,LU
a2cea638-01fb-450c-ab01-182136f1e121,Sova,Breeze,Defending,Early Round Recon Bolt For B Elbow From Mid Wood Doors,This is a great arrow to gather information on players in B Elbow toward the beginning of the round. The arrow is fast and lands in a spot that may be difficult for enemy players there to react to - you can further increase the effectiveness off the arrow by waiting for enemy players to push somewhat into B Elbow.,E,LU
44f00404-bdb5-43a7-9511-f2b3fc3d1a51,Sova,Breeze,Defending,Recon Bolt For A Hall From A Bridge,This Recon Bolt is useful for scanning players in A Hall in an unexpected way. You can further increase the odds of the arrow getting a scan off by waiting for players to push into A Hall somewhat after the round starts.,E,LU
a8a234fb-c826-41d7-afa6-d1dc3cf2341e,Sova,Breeze,Defending,Unexpected Recon Bolt For B Elbow From Mid Nest,"This is a useful early round Recon Bolt for B Elbow, some of Mid Cannon, and some of B Main. Using this arrow can be a good way to land an arrow inside of B Elbow in an unexpected way, which increases the likelihood that the arrow will get a scan off and reveal players in that area.",E,LU
df8732b8-723a-4db0-88b1-44c2ea10087f,Sova,Breeze,Defending,Early Round Recon Bolt For Mid Pillar From Mid Nest,"This is a useful early round Recon Bolt for Mid Pillar. It's primarily useful as a support arrow to give your teammates information to work with if they are making a play in that area of the map, or want to make it more difficult for the enemy team to make a play in that area of the map.",Q,LU
41cd5550-b703-4866-adc8-02bb4ffea2a8,Sova,Breeze,Defending,Front B Site Retake Arrow From Mid Nest,"This is useful for assisting your teammates hold on B Site, and opening up potential picks through smokes placed to block vision of the front side of B Site.",E,LU
d6585959-7f65-4401-86fb-efecbce66398,Sova,Breeze,Defending,Front B Site Retake Arrow From Defender Side Spawn,"This is useful for assisting your teammates hold on B Site, and opening up potential picks through smokes placed to block vision of the front side of B Site.",E,LU
4a7f8fec-d5b9-4d94-aa50-55a62cfe36af,Sova,Breeze,Defending,Mid Wood Doors Recon Bolt To Scan Mid Pillar,"This is useful toward the beginning of the round to scan players near the Mid Bottom Spawn Barrier / Close Mid Pillar, or later in the round with information that players are not lurking close enough to Mid Wood Doors to pick you off after you shoot your Recon Bolt and are switching back to your gun to scan Mid Bottom and Close Mid Pillar.",E,LU
ecfa6762-6546-48cd-812d-d4076c896d62,Sova,Breeze,Defending,Early Round Shock Bolt For A Hall Zipline,"This is useful for doing early round damage to players moving up the A Hall Zipline, otherwise known as A Rope. Be careful when using this Shock Bolt from this position though, since players may start to get used to this shock bolt after you shoot it the first time, and start pre-emptively setting up utility to force you to a less favorable position, or do some damage to you instead of you doing damage to them.",Q,LU
4d68cdcc-3069-4bfa-ba8b-dc29042e56d4,Sova,Breeze,Defending,Quick A Site Retake Recon Bolt From Defender Side Spawn,"This is useful for scanning much of the side of A Site that is closest to Cave. This can be especially useful when the enemy team places down smokes to help them push into A Site, since your teammates may be able to shoot through the smokes at the revealed enemy players.",E,LU
516e6dd8-147f-4a53-8e6d-8cc8852c60c1,Sova,Fracture,Attacking,Start Round Sands Dart A Split From Barrier Spawn,"Use this dart at the start of the round to contest, or split through Sands to the A Site. This dart will not scan any Defenders tucked inside Rafters.",E,LU
c27c935e-9da6-4344-abb7-eeed5b77897d,Sova,Fracture,Attacking,Start Round Dish Dart From Barrier Spawn,"At the start of the round, use this dart for easy information at Dish. This will scan any Defender playing there at the beginning of the round.",E,LU
a2f413b5-b8b8-4c41-8d22-c20f8ad00a82,Sova,Fracture,Attacking,Early Round Cross Map Dart From Tree to Arcade,Use this dart to support your teammates taking Arcade control from Tree. This dart scans all of Arcade and any Defenders looking to peek from Tower.,E,LU
959c7813-3a6a-49b0-8fc8-a7204d6daf35,Sova,Fracture,Attacking,Default Info Dart for A Main from Barrier Spawn,"Use this dart at the start of the round for easy A Main info. However, Defenders can hide behind the box in main.",E,LU
e6c8007c-11a5-47c5-95b6-5e5116d0ff43,Sova,Fracture,Attacking,Recon Bolt From A Main To Clear Under A Site,"This Recon Bolt is great for clearing out under A Site. Even if a player shoots the arrow before it can get a scan off, they will give away their position under A Site - letting you know that an enemy is playing from at least one of the angles under A Site.",E,LU
81d1a590-0d90-452b-ac08-4dd941c432d8,Sova,Fracture,Attacking,Double Shock Bolt From B Arcade To B Site Corner,This is a great anti-defuse Double Shock Bolt for the corner plant spot on B Site.,E,LU
b7695bdc-7523-478b-b430-824f00fbb1a3,Sova,Fracture,Attacking,B Tree To Back B Site Recon Bolt,"This quick and easy Recon Bolt lands above the boxes in the B Site Spike plant zone, and scans many of the commonly held angles on B Site.",E,LU
01c5a676-096c-4a1c-8417-033a77c52d75,Sova,Fracture,Defending,Early Round Info Dart for Tree From B Site Tower,"Use this dart for information at Tree and a bit of Attacker's Spawn, you can use this to enable any of your teammates looking to peek from B Main.",E,LU
5ebde3f1-377b-4bad-a60a-34eacc346552,Sova,Fracture,Defending,Mid Round Info Dart for Attacker Spawn From Sands,"Here's a strong, info dart lineup you can use in the middle of the round to gain information on Attacker's rotations.",E,LU
3cf026ae-f10f-439f-8eb5-4477a5fdfcdb,Sova,Fracture,Defending,Start Round Info Dart for Outside A Main From Rafters,Use this dart at the start of the round to gain information on any Attackers looking to take A Main control.,E,LU
c36a51fa-ded4-4480-b324-c57f93fbe49b,Sova,Fracture,Defending,Start Round Arcade Info Dart From Barrier,Use this line up at the start of the round for quick information at Arcade.,E,LU
f287254f-d67b-4e6b-8a15-11012381d91b,Sova,Fracture,Defending,Spam Dart Through Door for A Main From Sands,"Follow this video to perform a play towards A Main, or to spam Attackers through the door without opening it.",E,LU
5d67b387-796a-4d4e-8987-560315ad63ab,Sova,Fracture,Defending,Info Reclear Dart From Rafters to A Main,"Use this simple dart during the mid round to set up a play, or to gain information of all of A Main.",E,LU
076bacd8-1880-495e-b6c7-1af3399669ac,Sova,Fracture,Defending,Quick / Difficult To Destroy A Main Recon Bolt From A Site,"This quick and simple Recon Bolt lands in an awkward spot for attackers to react to as they push into A Main, making it more likely to get a scan off.",E,LU
cd4eb889-e84f-40ab-a2c6-cb23dc8b8895,Sova,Fracture,Defending,B Link To B Tower Recon Bolt,"This quick and easy Recon Bolt lands in B Tower, and scans some of the inside of B Tower, as well as much of the Spike plant zone on B Site.",E,LU
e814c227-a908-4b0e-9888-59feaba7919c,Sova,Pearl,Attacking,Utility Break Shockdart to Link From Market,"Here's a great, start round shockdart lineup you can use to break Cypher Tripwire / Killjoy Alarmbot at Link.",Q,LU
c3de9d76-5ba1-4005-8545-fd2e54513796,Sova,Pearl,Attacking,Art And A Site Execute Dart From A Main,"Here's a simple, yet effective dart lineup you can use to enable your teammates executing the A Site, or an A Split.",E,LU
e3be0e6f-339a-46c1-bb00-fc7b38c7336a,Sova,Pearl,Attacking,Utility Break Shockdart to Art From Market,Here's a start round lineup you can use to break Cypher Tripwire / Killjoy Alarmbot.,Q,LU
ec4ff03f-00f3-4329-9cdf-0e37b6c65d91,Sova,Pearl,Attacking,Quick Info Dart to A Main From Spawn,"Use this dart lineup to secure fast A Main information, or control.",E,LU
5b19b153-140a-4c3f-82e6-22a764651773,Sova,Pearl,Attacking,A Main to A Site Double Shock Dart Post Plant,This is a good spot to shoot two Shock Darts to kill anyone defusing the spike during post plant.,Q,LU
9d6e775d-441d-454c-b252-4c8ed0d78bb1,Sova,Pearl,Attacking,A Restaurant to A Art Recon Bolt,This is a good Recon Bolt to scan A Art and get a pick on enemies pushing into A Art.,E,LU
faddb8d6-b32f-4db8-a235-fae2b68539c8,Sova,Pearl,Attacking,Mid Shops to Mid Doors Recon Bolt,A good Recon Bolt to scan behind Mid Doors from Mid Shops allowing your team to take control of the area.,E,LU
86ea7094-6593-452d-ac07-dcdc64e299be,Sova,Pearl,Attacking,Attacker Side Spawn to Mid Doors Recon Bolt,This is a good Recon Bolt to assist your team going into Mid Doors and also allowing you to peek from Mid Window or hold for an A Main push.,E,LU
4e1adfaa-6e4a-4c2a-9100-cf4a09d47c25,Sova,Pearl,Attacking,A Main to A Site Owl Drone & A Main Recon Dart,This is a good combo to effectively use your utility as Sova to gain control of A Main and then clear the common corners on A Site for when your team begins to execute.,C,LU
f2dba3e0-5280-449a-aab5-9ccc545a3d13,Sova,Pearl,Attacking,Attacker Side Spawn to Back B Site Recon Arrow,A good recon arrow from Attacker Side Spawn that lands at the back of B Site allowing you to scan a majority of the common angles on the site.,E,LU
791b3a22-8dfd-4d3e-8e01-95cc3759ab56,Sova,Pearl,Defending,Start Round Link Dart to Mid,"Use this lineup to contest for Mid, this dart will scan into Market and prevent Window players from taking control immediately.",E,LU
d288b415-ce3d-4d06-93ea-8e27c6dc9446,Sova,Pearl,Defending,Retake B Site Dart From Heaven Spawn,"Use this dart to retake the B Site from Spawn, as it scans most of site and a bit into B Long.",E,LU
bcdf70b0-cc0b-421b-bf6f-45c5cc715841,Sova,Pearl,Defending,B Site Retake Dart From Link,"Here's a great retake dart to use for the B Site, it scans most of the site and a bit into B Long.",E,LU
6a08f5fa-4f55-45f9-8526-372af8b6a07f,Sova,Pearl,Defending,How to Support Teammates From Link - Contesting B Long,"At the start of the round, position yourself like so, and shoot your dart as shown in the video. This dart will be able to provide support for your teammates at B Long, while you remain Mid.",E,LU
f5a307db-3d06-408b-91f6-2ab994e43668,Sova,Pearl,Defending,Start Round Info Dart From A Main Barrier to A Main,"For fast control/info towards A Main, use this dart lineup to scan any Attackers there.",E,LU
f2d63e7b-0d8b-4462-9b7c-3a02c860be80,Sova,Pearl,Defending,A Dugout to A Restaurant Recon Bolt,This is a good Recon Bolt to scan A Restaurant and portions of A Main both early into the round and later into the round if you suspect a rotate.,E,LU
a508c072-c220-43b4-a960-4f36b7415444,Sova,Lotus,Attacking,B Main Execute Owl Drone,Use this to clear close angles in B Main and B Site during a B Site push.,C,LU
2d521703-e820-4dff-ad55-da92575aa7a9,Sova,Lotus,Attacking,Early Round A Main Recon Bolt to Contest Chokepoint,"Use this simple Recon Bolt at the beginning of the round to check if any of the Defenders are taking space in A Main. Even if they break the dart right away, that gives you valuable information.",E,LU
81c01ba4-e45f-4623-819c-c382db164928,Sova,Lotus,Attacking,Early Round A Main Recon Bolt from A Lobby,"Use this early round Recon Bolt for A Main from the A Lobby spawn barrier to check for, or help your team counter A Main aggression from the Defenders.",E,LU
fbfaf71b-b358-4dc7-a945-a64f2ba24e07,Sova,Lotus,Defending,A Top Owl Drone Retake,Use this Owl Drone to clear out A Drop and create windows of opportunity for your team in other commonly held angles on Site.,C,LU
76364aa0-0c6c-4737-a533-293fb670d861,Sova,Lotus,Defending,Quick C Link to C Main Recon Bolt to Support C Hold / Retake,Use this Recon Bolt when rotating to C to catch enemy players pushing through C Main off guard and support your team.,E,LU
4922ea2a-375c-430d-b3c1-5ccacefc141c,Sova,Lotus,Defending,B Site Retake Recon Bolt from C Waterfall on Rotate,"Use this Recon Bolt to support your team's efforts to retake B Site, while rotating from C toward B.",E,LU
7b67d774-5fd8-4949-900a-cf07c25f4e41,Sova,Lotus,Defending,Early Round A Main Info Dart,"Here's a simple, but effective Recon Bolt to gather information in A Main at the very start of the round.",E,LU
5d0679cc-504d-4b13-b196-a9f3b354ea07,Sage,Haven,Attacking,Simple B Site Spike Plant Walls,"Here are two simple Barrier Orb variations for B Site, that are primarily used to plant the spike on B.",C,LU
7c45381a-e62a-46fa-961c-1b74b458d7f6,Sage,Haven,Attacking,C Execute Slow Orbs for Back C Site,"When executing onto C Site, using these slow orbs to support your duelists before they scale into site can be incredibly effective at disrupting the enemy team's in back Site.",Q,LU
6339c2b6-1c19-4787-94d2-8e9144f1960a,Sage,Haven,Defending,C Site Post Plant Spike Defuse Wall,"Here's a deceivingly simple, yet very effective Barrier Orb setup that makes it considerably difficult for enemy players to stop you from defusing the Spike, unless they have some form of utility to do so.",C,LU
48877e32-faeb-4fcd-84df-9978d2347e2f,Sage,Haven,Defending,A Short Choke Point Control Wall,"Here is a simple, yet very effective Barrier orb for the Chokepoint at the bottom of the ramp that connects A Short to Site. This wall makes it time consuming, and somewhat risky for enemy players to push through this chokepoint during the wall's duration.",C,LU
ee19a6c2-3a51-48f4-b954-adfd16bb94b5,Sage,Haven,Defending,Garage Doors Choke Point Control Wall,"Here is a simple, yet very effective Barrier Orb for the Garage Doors Chokepoint. This wall makes it time consuming, and somewhat risky for enemy players to push through Garage Doors during the wall's duration.",C,LU
f2b3b5a6-fe00-427a-baf3-9e9b68af324a,Sage,Split,Attacking,A Elbow Delay Barrier Orb,Here's a great way to delay / make it very difficult for enemy players from pushing through A Elbow to retake A Site.,C,LU
9c57e3ec-7672-4e4b-9170-3b007a89dbeb,Sage,Split,Attacking,A Tower Delay / Control Barrier Orb for Defender Spawn,"Here's a simple, but effective Barrier Orb that can be used to delay / make it more difficult for Defenders to retake A Tower / A Screens.",C,LU
2d71fc2e-e982-47c4-9fa5-1dab8790c30f,Sage,Split,Attacking,B Tower Delay / Control Wall,,C,LU
d0a9cff1-3823-430f-97e7-f5ac98a02498,Sage,Split,Defending,Early Rouind A Main Barrier Orb from A Site,Here's a great way to delay / make it more difficult for enemy players to push through A Main toward the beginning of the round.,C,LU
aaaaf814-6662-42b8-94c6-4d72650d0fbd,Sage,Split,Defending,Mid Top Delay / Anti-Box Jump Wall,"This wall both makes it more difficult for Attackers to push through Mid, while also denying enemy players the ability to bypass this wall using the skill jump for the box in Mid Top.",C,LU
5d54cd50-d250-4ed5-9606-85a04726859d,Sage,Ascent,Attacking,Mid Market Slow from Top Mid,"If your team plans on taking mid control, throwing this slow could help secure a kill in market.",Q,LU
e95451e6-f7de-41cb-84a2-5afe3ac1656d,Sage,Ascent,Attacking,Defender Spawn Slow from B Main,"This slow is useful to slow down rotators, especially if you used your wall already or plan to use it elsewhere.",Q,LU
a12ac030-3841-439b-818b-7e5713c1a8c0,Sage,Ascent,Attacking,B Main Wallpeek to Site,"Boosting up on this box with a wall can help you find a pick, opening up the bombsite for your team to attack.",C,LU
abacbc92-e291-45b2-b623-0eef2a98a188,Sage,Ascent,Attacking,A Lobby to A Rafter Slow Orb,"Position yourself in the corner, aim at the icicle shown, and drag the cursor right until it's above the left edge of the bump in the wall.",Q,LU
2af371db-25ba-4144-9aee-5bba211bdc9c,Sage,Ascent,Defending,B Site Lever to B Site Entrance Wall,"If you hear a bunch of footsteps B, place wall to give your team time to rotate. Combo this wall with slow orbs if your wall is broken fast. It's important not to shut the market door so your mid player can rotate, unless they have died.",C,LU
1c439f5a-deb4-411d-8d02-4d95a54e3563,Sage,Ascent,Defending,Defense Mid Arch Wallpeek to Mid,"This wall creates an insane angle to see all of mid from. It's cheesy and leaves you vulnerable, so only use this once in a while.",C,LU
98e1732a-a833-485a-8079-02303131143d,Sage,Ascent,Defending,Defense Mid Arch Wall,This wall will deny attackers from pushing behind your team. Consider jumping on the wall for a crazy pickoff.,C,LU
dce2b2b1-b2c7-4120-88d1-5466ac58b4b9,Sage,Ascent,Defending,Defense Catwalk Wall,Place this wall to stop attackers from controlling A Link. You can use the box to see over the wall and jump on it.,C,LU
a09fdbe5-b3c2-43b5-98aa-4e45ec565e56,Sage,Icebox,Attacking,Mid Blue to Mid Boiler Slow Orb,This Slow Orb lineup lands on top of Mid Boiler giving you an advantage when peeking from Mid Blue.,Q,LU
7740b6af-7748-4af8-a01c-ab289374b0a2,Sage,Icebox,Attacking,Mid Blue To Top Tube Barrier Orb,"This Barrier Orb lineup can be used to boost you and your teammates onto the top of B Tube giving an off-angle against enemy players in Mid Boiler, B Kitchen, and some of B Site.",C,LU
bf42c26f-97dd-4ce0-9eae-410b3ccf4a12,Sage,Icebox,Attacking,B Green To Behind B Site Slow Orb,"This Slow Orb lineup will land behind B Site, slowing down enemy players that are trying to peek. This is great for post plant situations to stall for time and to stop enemy aggression when planting the Spike as well.",Q,LU
324d7998-e516-4e90-bac1-6bab0d185f34,Sage,Icebox,Attacking,A Site To A Site Barrier Orb,This Barrier Orb lineup is useful for blocking off defending players on A Site allowing you to quickly plant the Spike.,C,LU
4d19800d-a044-4d77-9c65-06fdd8581560,Sage,Icebox,Attacking,A Nest To Defender Spawn Slow Orb,"This is a useful Slow Orb lineup for A Screens, slowing down the enemy team from entering the A Site.",Q,LU
283d9c08-08c4-4839-91f8-a1b1c598795d,Sage,Icebox,Attacking,B Green To B Site Slow Orb,This slow orb lineup is useful for slowing down enemy players that are rotating through B Hall.,Q,LU
33b40f8f-9c71-4713-ac72-d45767b94b86,Sage,Icebox,Attacking,A Nest To Back A Site Slow Orb,"This slow orb lineup will slow the majority of the back right side of A Site, including behind the generator allowing your teammates to potentially get easy kills with utilities such as Raze Paint Shells or Killjoy Nanoswarms.",Q,LU
d789963f-da6b-451e-ae54-cf693836656d,Sage,Icebox,Attacking,A Nest To A Site Slow Orb,This slow orb lineup is useful for slowing down players peeking the left window of the tower on A Site.,Q,LU
57ec032a-3b38-4d69-b20a-151597bd15f3,Sage,Icebox,Defending,B Tube To B Tube Barrier Orb,This Barrier Orb lineup is great for blocking off entry into B Kitchen.,C,LU
743e6271-ec4c-4cf5-bbeb-0465f5861a94,Sage,Icebox,Defending,A Site To A Belt Slow Orb,"This Slow Orb lineup lands on top of A Belt, slowing down any players trying to peek.",Q,LU
e717b5bd-b703-4295-88aa-362f29108230,Sage,Icebox,Defending,A Rafters To A Site Slow Orb,This slow orb lineup is useful for slowing down players on the attacking side from pushing onto A Site too aggressively.,Q,LU
fdb723f4-1e92-4e32-9a4f-e0d1e121ec50,Sage,Breeze,Attacking,Mid Nest Slow Orb From Mid Bottom,"This is an easy to set up Slow Orb for Mid Nest from Mid Bottom that you can use to limit the movements of a player with an op in Mid Nest. Be careful though, since a Jett could still peek with an op and then dash out after taking a shot.",Q,LU
4b292199-2050-4091-bb81-e4481dba94cd,Sage,Breeze,Attacking,Simple B Tunnel Slow Orbs From B Back,These lineups are both easy to do and land a Slow Orb in the same spot from both sides of B Back.,Q,LU
4dcf69f9-2941-44b9-89d3-39b8487f51c2,Sage,Breeze,Attacking,Aggressive Right A Pyramids Slow Orb From A Shop,This is an easy to set up aggressive Slow Orb from A Shop that you can use to pressure the limit the movements of players behind the right side of the A Pyramids as you and your team push into A Site.,Q,LU
5128fcaa-f20b-423f-922c-a1b3d3873405,Sage,Breeze,Attacking,B Main To Far Back B Site Slow Orb,"Here's a simple, but effective Slow Orb lineup that you can do from anywhere under the B Main archway that connects B Site to B Main.",Q,LU
f2b3fa12-927a-49d5-a857-5144ca368776,Sage,Breeze,Defending,B Main Slow Orb From B Tunnel,This is an easy to set up Slow Orb for B Main from B Tunnel that you can do without directly peeking B Main.,Q,LU
69be517d-9391-4acb-ad40-002804d15e4a,Sage,Breeze,Defending,A Cave Entrance Slow Orb From A Bridge,This is a great Slow Orb for the A Cave Entrance into A Site. Be careful of when you use it however since you are exposed to several angles on A Site when you are in the middle of setting up the lineup.,Q,LU
0b7aa191-a6d4-4b2e-b0ed-37b043e38a85,Sage,Breeze,Defending,Aggressive Sage Wall Boost For Mid Wood Doors,This is an aggressive Ice Wall boost to peek into Mid Bottom / Mid Pillar from Mid Wood Doors.,C,LU
9b2e56d1-dac9-4313-b8bd-616fec0bd856,Sage,Breeze,Defending,A Metal Doors Ice Wall Head Peek Angle,This is a great head peek angle into A Hall from behind the open A Metal Door.,C,LU
df45e6fb-04dc-447a-a79d-e498342d9a97,Sage,Breeze,Defending,Back B Site Ice Wall Off Angle Boost,"This is a great Sage Wall off angle for B Main and B Tunnel. Be careful though since part of the Ice Wall will be sticking out in view of players in B Tunnel and B Main before they see you - so, you  may have to destroy the part of the wall that is sticking out either by yourself or with the help of a teammate.",C,LU
46afdb80-2a09-4ba7-b210-9ecde1fa8908,Sage,Fracture,Attacking,Aggressive A Drop Wall Off Angle,Here's an aggressive Barrier Orb setup that can be used to peek into A Site from an unexpected angle.,C,LU
c161768c-7b06-4f29-a8aa-612a82c0c482,Sage,Fracture,Defending,A Drop Wall Lurk,Here's a great way to potentially catch enemy players off guard as they push into A Drop.,C,LU
2b462ace-b67c-47bf-b17d-5464f6e6d3ea,Sage,Fracture,Defending,B Generator Wall Off Angle,Here's a Barrier Orb off angle wall setup for behind B Generator.,C,LU
cd3128c9-ab1f-4f2d-9e9d-660fceb02c3a,Sage,Pearl,Attacking,A Site Execute Barrier Orb,"Here's a simple, but effective Barrier Orb that make it more difficult for enemy players in A Link to help defend A Site against an A Site Execute.",C,LU
4e8ae417-d8a8-41fa-b803-fbbd3216d65d,Sage,Pearl,Attacking,B Site Spike Plant Barrier Orb Placement,"Here's a simple, but effective way to get the spike down on B Site using a Barrier Orb.",C,LU
c1a4e873-7b39-44de-ac72-ee327eb7ad76,Sage,Pearl,Attacking,B Site Barrier Orb Boost Post Plant Angle from Mid Connector,"Here's a unique, and unexpected way to play Post Plant on B Site from Mid Connector.",C,LU
14a8ec47-cf9d-49de-8110-5f1fbaf4f203,Sage,Pearl,Defending,Retake Barrier Orb for Default B Site Spike Plant,Here's a great Retake Wall for the Default B Site Spike Plant.,C,LU
7f9c2b62-cff7-42a7-91d6-684c8c24628c,Sage,Pearl,Defending,Early Round Shops Slow Orb from Art,"Here's an early round Slow Orb for Mid Shops from A Art, that can be used to slow the enemy team's early round aggression into Mid.",Q,LU
2bea181d-c931-4708-b920-2d89c3fb8582,Sage,Pearl,Defending,Early Round Mid Doors Passive Barrier Orb,Here's a great wall to place for Mid Doors at the beginning of the round to make it much more difficult for enemy players to push through Mid Doors.,C,LU
db4b7cb0-32d8-47d1-9bbe-ce3c90b2f167,Sage,Lotus,Attacking,A Link Barrier Orb to Control A Link Door,"Use this Barrier Orb to control the A Link Door once it has been broken by either team, with some clear benefit in mind of the enemy team having a harder time pushing through the destructable entrance into A Link.",C,LU
3aa9ca95-e3a3-43ec-931c-ee51e5919fc2,Sage,Lotus,Attacking,B Site Execute Wall / Slow Orb,Use this setup to aggressively take and deny space in and around B Site.,C,LU
c7a503c4-da2e-450f-a23d-e5ca354076f5,Sage,Lotus,Attacking,Aggressive Early Round A Main Slow Orb,"Here's a simple, but effective aggressive early round A Main Slow Orb, that makes it more difficult for the Defenders to take space in A Main.",Q,LU
d43df827-9e74-4996-87db-301a84b71421,Sage,Lotus,Attacking,Aggressive Early Round C Main Slow Orb,"Here's a simple, but effective aggressive early round C Main Slow Orb that makes it more difficult for the Defenders to take space in A Main.",Q,LU
73707681-671a-4fb6-a857-6c7397917d06,Sage,Lotus,Defending,Early Round B Main Wall to Deny Space,Use this early round B Main Wall to make it more difficult for enemy players to take space in B Main toward the beginning of the round.,C,LU
72328634-a162-49da-b78a-133896f7d6e8,Sage,Lotus,Defending,C Site Delay Slow Orbs to Allow Rotate,Use this delay Slow Orbs to delay enemy players from freely pushing into the areas on Site that they want to push into to give your team time to rotate and retake Site with you.,Q,LU
e463c78f-b6b5-47e0-8095-1ad59b5b196e,Sage,Lotus,Defending,C Site Wall Boost for Post Plant,This Barrier Orb wall boost for post plant should be used to give you an advantage in how you can hold the several angles shown in this video.,C,LU
b5c3f13c-5c7f-4308-851b-acf91a1d81b5,Phoenix,Haven,Attacking,A Long Pop Flash,This curveball rounds the corner as late as possible so the opponent cannot react to the flash.,Q,LU
15dd21ae-3e6b-4dc6-99ca-5154c74332db,Phoenix,Haven,Defending,C Back Corner Molly,"This molly is useful for retaking C site, clearing out enemies in back corner.",E,LU
d026bb28-7271-4fc6-95df-8ef00e98ae7a,Phoenix,Haven,Defending,B Site to A Site Molly,"If attackers are planting A while you're on B, consider throwing this molly to deny the plant and buy your team more time to rotate.",E,LU
bf2b071c-d447-4158-af5d-553770e11329,Phoenix,Haven,Defending,B Gong to B Site Entrance Molly,This molly slows down a B Site push and buys your team time to rotate. This is great against teams that want to quickly plant B for Mid.,E,LU
4952f0dc-3b5f-4cf1-a319-077f7efaf416,Phoenix,Haven,Defending,A Link to A Site Cubby Molly,"This molly is useful for retaking A Site after a plant. You can clear out the A Site cubby, giving you one less angle to worry about.",E,LU
c7d4c483-ce82-4e16-9ef4-93984dc23c12,Phoenix,Split,Attacking,Aggressive Curve Ball to Push Through B Tower,"Here's a simple, but effective Curve Ball that can be used to push through, and / or take control of B Tower from Mid Mail.",Q,LU
c8079c58-3de8-4fd6-a4bb-82d859f10397,Phoenix,Split,Attacking,A Main To A Elbow Hot Hands,This Hot Hands lineup is useful for stopping players from crossing from A Elbow to A Screens while pushing into A Site.,E,LU
93bd7809-0a95-48a8-82ed-147170c32aeb,Phoenix,Split,Attacking,Sewers To Right Mid Top Molly,"This molly lineup is useful for clearing out the box on the right side of Mid Top. To do this, follow the lineup exactly as you see it on-screen, jump, and then throw the molly at the top of the jump. Keep in mind that if your crosshair is even a little too high or too low the molly may go too far or land in a spot that won't do as much damage to players behind the box.",E,LU
e5ca45d1-98d4-4500-bd1c-a90bc8378d6a,Phoenix,Split,Defending,B Alley To Mid Site Default Hot Hands,"This Hot Hands lineup is useful for stopping players from planting behind Default on B Site, and doing chip damage to them as well.",E,LU
db2fb162-24f4-4b1d-95df-1aa806a6a202,Phoenix,Split,Defending,Hot Hands Lineup For B Main From B Tower,"This Hot Hands lineup is useful for breaking up the Attacker's push out of B Main, or doing Chip damage to players who push through the Molly onto B Site.",E,LU
